textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 11/02/2020 03:47:55 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,1065,0,321,72,,0,393,5,63,19,87,480,578,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,1172,0,326,69,,0,395,4,108,19,131,526,633,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,518,0,121,39,,0,160,2,30,20,52,212,297,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,6,2/3/2020,2/9/2020,,26,0,7,0,,0,7,0,2,1,3,10,16,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2019,49,12/2/2019,12/8/2019,114,114,0,0,0,0,0,0,0,17,5,22,22,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2019,50,12/9/2019,12/15/2019,141,141,0,0,0,0,0,0,0,17,1,18,18,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2019,51,12/16/2019,12/22/2019,179,179,0,0,0,0,0,0,0,36,14,50,50,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2019,52,12/23/2019,12/29/2019,261,261,0,0,0,0,0,0,0,63,24,87,87,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2020,1,12/30/2019,1/5/2020,149,149,0,0,6,0,0,6,0,19,9,28,34,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2020,2,1/6/2020,1/12/2020,256,256,0,0,16,0,1,17,0,61,10,71,88,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2020,3,1/13/2020,1/19/2020,269,269,0,0,91,0,3,94,0,17,12,29,123,,No Report
Montenegro,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,22,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,22,0,0,0,,0,0,0,0,1,1,1,,No Report
Montenegro,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,22,0,2,1,,0,3,0,0,0,0,3,,No Report
Montenegro,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,40,0,2,2,,3,7,0,1,1,2,9,,No Report
Montenegro,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,53,0,13,1,,1,15,0,4,0,4,19,,No Report
Montenegro,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,56,0,4,0,,16,20,0,1,1,2,22,,No Report
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,49,12/2/2019,12/8/2019,79,79,,,,,,0,,,29,29,29,50,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,50,12/9/2019,12/15/2019,90,90,,,1,,,1,,,31,31,32,58,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,51,12/16/2019,12/22/2019,89,89,,,2,,,2,,,31,31,33,56,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,52,12/23/2019,12/29/2019,112,112,,,4,,,4,,,22,22,26,86,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2020,1,12/30/2019,1/5/2020,53,53,,,1,,,1,,,4,4,5,48,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2020,2,1/6/2020,1/12/2020,114,114,,,5,,,5,,,9,9,14,100,Sporadic
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2020,3,1/13/2020,1/19/2020,73,73,,2,7,,,9,,,4,4,13,60,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2020,4,1/20/2020,1/26/2020,121,121,,9,9,,,18,,,6,6,24,,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2020,5,1/27/2020,2/2/2020,13,13,,,2,,,2,,,0,0,2,11,Sporadic
Mozambique,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,15,15,,0,0,0,0,0,0,0,0,0,0,15,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,13,13,,0,0,0,0,0,0,0,0,0,0,13,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,16,16,,0,0,0,2,2,0,0,0,0,2,14,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2019,52,12/23/2019,12/29/2019,0,0,,0,0,0,0,0,0,0,0,0,0,0,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2020,1,12/30/2019,1/5/2020,0,0,,0,0,0,0,0,0,0,0,0,0,0,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2020,2,1/6/2020,1/12/2020,20,20,,0,0,0,1,1,0,0,0,0,1,19,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2020,3,1/13/2020,1/19/2020,12,12,,0,0,0,0,0,0,0,0,0,0,12,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2020,4,1/20/2020,1/26/2020,1,1,,0,0,0,0,0,0,0,0,0,0,1,Local Outbreak
Mozambique,African Region of WHO,Eastern Africa,2020,5,1/27/2020,2/2/2020,8,8,,0,0,0,0,0,0,0,0,0,0,8,Local Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,11,11,,0,0,0,0,0,0,0,2,2,2,9,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,11,11,,1,0,0,0,1,0,0,1,1,2,9,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,20,20,,0,1,0,0,1,0,0,0,0,1,19,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2019,52,12/23/2019,12/29/2019,2,2,,0,0,0,0,0,0,0,0,0,0,2,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,1,12/30/2019,1/5/2020,4,4,,0,0,0,0,0,0,0,0,0,0,4,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,2,1/6/2020,1/12/2020,12,12,,0,0,0,0,0,0,0,0,0,0,12,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,3,1/13/2020,1/19/2020,13,13,,0,0,0,0,0,0,0,0,0,0,13,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,4,1/20/2020,1/26/2020,19,19,,0,0,0,0,0,0,0,0,0,0,19,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,5,1/27/2020,2/2/2020,26,26,,4,0,0,0,4,0,0,0,0,4,22,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2020,6,2/3/2020,2/9/2020,0,0,,0,0,0,0,0,0,0,0,0,0,0,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2019,49,12/2/2019,12/8/2019,45,32,,0,0,0,,0,0,0,2,2,2,30,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2019,50,12/9/2019,12/15/2019,41,26,,0,0,0,,0,0,0,0,0,0,26,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2019,51,12/16/2019,12/22/2019,30,21,,0,0,0,,0,0,0,1,1,1,20,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2019,52,12/23/2019,12/29/2019,50,25,,0,0,0,,0,0,0,0,0,0,25,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2020,1,12/30/2019,1/5/2020,57,39,,6,1,,,7,0,0,3,3,10,29,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2020,2,1/6/2020,1/12/2020,57,41,,7,4,,,11,0,0,2,2,13,28,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2020,3,1/13/2020,1/19/2020,48,35,,10,2,,,12,0,0,0,0,12,23,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2020,4,1/20/2020,1/26/2020,42,35,,6,1,,,7,0,0,1,1,8,27,No Report
Nepal,South-East Asia Region of WHO,Southern Asia,2020,5,1/27/2020,2/2/2020,66,51,,15,0,,6,21,0,0,0,0,21,30,No Report
Netherlands,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,16,0,1,4,,23,28,0,2,0,2,30,,No Report
Netherlands,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,18,0,4,12,,57,73,0,0,3,3,76,,No Report
Netherlands,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,25,0,8,13,,86,107,0,0,1,1,108,,No Report
Netherlands,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,11,0,2,10,,117,129,0,0,0,0,129,,No Report
Netherlands,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,15,0,5,10,,192,207,0,0,1,1,208,,No Report
Netherlands,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,29,0,4,6,,212,222,0,1,6,7,229,,No Report
Netherlands,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,22,0,5,9,,163,177,0,1,4,5,182,,No Report
Netherlands,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,29,0,3,4,,126,133,0,0,3,3,136,,No Report
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,49,12/2/2019,12/8/2019,14,14,,0,0,0,0,0,0,0,0,0,0,14,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,50,12/9/2019,12/15/2019,16,16,,1,0,0,0,1,0,0,0,0,1,15,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,51,12/16/2019,12/22/2019,9,9,,0,0,0,0,0,0,0,0,0,0,9,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,52,12/23/2019,12/29/2019,9,9,,0,0,0,0,0,0,0,0,0,0,9,No Activity
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,96,,,3,,1,4,,0,13,13,17,79,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,63,,,1,,2,3,,0,0,0,3,60,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,60,,,,,,0,,0,8,8,8,52,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,44,,,,,,0,,0,0,0,0,44,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,50,,,,,,0,,0,1,1,1,49,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,69,,1,,,,1,,0,0,0,1,68,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,67,,1,1,,,2,,0,1,1,3,64,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,76,,,,,1,1,,0,3,3,4,72,No Report
Nicaragua,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,54,,,,,,0,,0,0,0,0,54,No Report
Niger,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,26,26,,0,1,0,0,1,0,0,1,1,2,,No Report
Niger,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,27,27,,0,0,0,0,0,0,0,0,0,0,,No Report
Niger,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,27,27,,0,0,0,0,0,0,0,0,0,0,,No Report
Niger,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,31,31,,0,0,0,0,0,1,1,0,2,2,,No Report
Nigeria,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,28,28,,0,0,0,0,0,0,0,0,0,0,28,Sporadic
Nigeria,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,16,16,,0,0,0,0,0,0,0,1,1,1,15,Sporadic
Nigeria,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,25,24,,0,0,0,0,0,0,0,4,4,4,20,Sporadic
Nigeria,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,13,13,,0,0,0,0,0,0,0,3,3,3,10,Sporadic
Nigeria,African Region of WHO,Western Africa,2020,1,12/30/2019,1/5/2020,22,20,,0,0,0,0,0,0,0,0,0,0,20,Sporadic
Nigeria,African Region of WHO,Western Africa,2020,2,1/6/2020,1/12/2020,25,25,,0,0,0,0,0,0,0,1,1,1,24,Sporadic
Nigeria,African Region of WHO,Western Africa,2020,3,1/13/2020,1/19/2020,9,9,,0,0,0,0,0,0,0,0,0,0,9,Sporadic
Nigeria,African Region of WHO,Western Africa,2020,4,1/20/2020,1/26/2020,0,0,,0,0,0,0,0,0,0,0,0,0,0,No Report
North Macedonia,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,11,0,0,1,,0,1,0,0,0,0,1,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,18,0,3,0,,2,5,0,0,0,0,5,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,40,0,5,4,,3,12,0,6,2,8,20,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,57,0,17,5,,3,25,0,3,6,9,34,,No Report
Norway,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,5354,0,8,42,,112,162,7,22,56,85,247,,No Report
Norway,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,6221,0,19,52,,182,253,3,34,125,162,415,,No Report
Norway,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,6553,0,25,62,,368,455,3,41,155,199,654,,No Report
Norway,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,3461,0,23,49,,275,347,2,28,87,117,464,,No Report
Norway,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,5059,0,31,87,,390,508,4,37,146,187,695,,No Report
Norway,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,7838,0,45,100,,492,637,3,48,263,314,951,,No Report
Norway,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,7187,0,39,96,,437,572,1,35,251,287,859,,No Report
Norway,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,6395,0,19,33,,560,612,0,13,345,358,970,,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,151,149,,17,16,0,0,33,0,12,0,12,45,110,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,108,101,,13,16,0,0,29,0,5,0,5,34,85,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,148,143,,4,24,0,0,28,0,2,3,5,33,115,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,109,105,,7,9,0,0,16,0,3,0,3,19,89,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,93,83,,6,15,0,0,21,0,2,0,2,23,6,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,65,63,,4,6,0,0,10,0,1,0,1,11,53,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,93,85,,8,5,0,0,13,0,3,0,3,16,72,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,90,86,,6,0,0,0,6,0,0,2,2,8,77,No Report
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,49,12/2/2019,12/8/2019,49,49,,1,15,0,0,16,0,0,1,1,17,32,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,50,12/9/2019,12/15/2019,91,91,,4,24,0,0,28,0,0,3,3,31,60,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,51,12/16/2019,12/22/2019,22,22,,0,6,0,0,6,0,0,1,1,7,15,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,52,12/23/2019,12/29/2019,49,49,,2,6,0,0,8,0,0,0,0,8,41,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,1,12/30/2019,1/5/2020,66,66,,0,4,0,0,4,0,0,0,0,4,62,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,2,1/6/2020,1/12/2020,34,34,,0,2,0,0,2,0,0,0,0,2,32,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,3,1/13/2020,1/19/2020,21,21,,0,1,0,0,1,0,0,1,1,2,19,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,4,1/20/2020,1/26/2020,20,20,,3,0,0,0,3,0,0,3,3,6,14,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,5,1/27/2020,2/2/2020,24,24,,0,0,0,0,0,0,0,1,1,1,23,Sporadic
Panama,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,56,0,0,0,,0,0,1,1,0,2,2,54,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,41,0,0,0,,0,0,0,3,0,3,3,38,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,25,0,0,0,,0,0,0,0,0,0,0,25,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,23,0,0,0,,0,0,0,0,0,0,0,23,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,35,0,1,0,,0,1,0,2,0,2,3,32,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,30,0,0,0,,0,0,0,2,0,2,2,28,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,33,0,0,0,,0,0,2,4,0,6,6,27,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,33,0,3,0,,0,3,0,1,0,1,4,29,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,22,0,2,2,,0,4,0,1,0,1,5,17,No Report
Panama,Region of the Americas of WHO,Central America and Caribbean,2020,6,2/3/2020,2/9/2020,,4,0,0,0,,0,0,0,0,0,0,0,4,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2019,49,12/2/2019,12/8/2019,,264,0,0,2,,0,2,0,0,9,9,11,253,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2019,50,12/9/2019,12/15/2019,,187,0,0,2,,0,2,0,0,9,9,11,176,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2019,51,12/16/2019,12/22/2019,,151,0,0,0,,0,0,0,0,2,2,2,149,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2019,52,12/23/2019,12/29/2019,,67,0,0,0,,0,0,0,0,3,3,3,64,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2020,1,12/30/2019,1/5/2020,,70,0,0,0,,0,0,0,0,7,7,7,63,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2020,2,1/6/2020,1/12/2020,,68,0,1,0,,0,1,0,0,3,3,4,64,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2020,3,1/13/2020,1/19/2020,,35,0,0,0,,0,0,0,0,2,2,2,33,No Report
Paraguay,Region of the Americas of WHO,Temperate South America,2020,4,1/20/2020,1/26/2020,,1,0,0,0,,0,0,0,0,0,0,0,1,No Report
Peru,Region of the Americas of WHO,Tropical South America,2019,49,12/2/2019,12/8/2019,,61,0,1,0,,0,1,0,0,0,0,1,60,No Report
Peru,Region of the Americas of WHO,Tropical South America,2019,50,12/9/2019,12/15/2019,,26,0,0,1,,0,1,0,1,1,2,3,23,No Report
Peru,Region of the Americas of WHO,Tropical South America,2019,51,12/16/2019,12/22/2019,,62,0,0,0,,0,0,1,0,0,1,1,61,No Report
Peru,Region of the Americas of WHO,Tropical South America,2019,52,12/23/2019,12/29/2019,,49,0,0,2,,0,2,0,3,0,3,5,44,No Report
Peru,Region of the Americas of WHO,Tropical South America,2020,1,12/30/2019,1/5/2020,,39,0,0,0,,0,0,0,1,0,1,1,38,No Report
Peru,Region of the Americas of WHO,Tropical South America,2020,2,1/6/2020,1/12/2020,,87,0,3,0,,0,3,1,2,0,3,6,81,No Report
Peru,Region of the Americas of WHO,Tropical South America,2020,3,1/13/2020,1/19/2020,,100,0,3,2,,0,5,1,7,0,8,13,87,No Report
Peru,Region of the Americas of WHO,Tropical South America,2020,4,1/20/2020,1/26/2020,,59,0,0,2,,0,2,1,2,0,3,5,54,No Report
Philippines,Western Pacific Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,16,16,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,30,30,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,26,26,0,1,0,0,0,1,0,1,0,1,2,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2020,1,12/30/2019,1/5/2020,8,8,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2020,2,1/6/2020,1/12/2020,9,9,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2020,3,1/13/2020,1/19/2020,32,32,0,2,0,0,0,2,0,1,0,1,3,0,Sporadic
Philippines,Western Pacific Region of WHO,South-East Asia,2020,4,1/20/2020,1/26/2020,43,43,0,2,0,0,0,2,0,3,0,3,5,0,Sporadic
Poland,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,65,0,1,0,,2,3,0,0,0,0,3,,No Report
Poland,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,52,0,1,1,,0,2,0,0,1,1,3,,No Report
Poland,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,64,0,0,0,,3,3,0,0,1,1,4,,No Report
Poland,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,39,0,1,0,,4,5,0,0,0,0,5,,No Report
Poland,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,116,0,3,2,,14,19,0,0,1,1,20,,No Report
Poland,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,54,0,2,0,,11,13,0,0,0,0,13,,No Report
Poland,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,98,0,9,2,,27,38,0,0,1,1,39,,No Report
Poland,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,238,0,24,1,,71,96,0,0,1,1,97,,No Report
Portugal,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,724,0,24,1,,5,30,0,21,121,142,172,,No Report
Portugal,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,885,0,24,3,,24,51,0,35,154,189,240,,No Report
Portugal,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,1044,0,22,6,,33,61,0,24,208,232,293,,No Report
Portugal,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,1040,0,26,8,,58,92,0,15,180,195,287,,No Report
Portugal,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,1137,0,35,6,,48,89,0,21,147,168,257,,No Report
Portugal,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,1143,0,31,6,,94,131,0,7,132,139,270,,No Report
Portugal,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,1210,0,73,14,,150,237,0,3,82,85,322,,No Report
Portugal,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,1033,0,65,16,,152,233,0,0,54,54,287,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,1184,1184,,6,18,0,109,133,0,0,120,120,253,931,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,1092,1092,,16,11,0,117,144,0,0,112,112,256,836,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,1038,1038,,8,10,0,84,102,0,0,74,74,176,862,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,1079,1079,,23,9,0,141,173,0,0,97,97,270,809,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,1059,1059,,39,8,0,131,178,0,0,56,56,234,825,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,855,855,,31,4,0,152,187,0,0,53,53,240,615,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,838,839,,61,4,0,147,212,0,0,41,41,253,585,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,1414,1414,,81,2,0,350,433,0,0,69,69,502,912,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2020,5,1/27/2020,2/2/2020,1566,1566,,136,6,0,371,513,0,0,76,76,589,977,Sporadic
Republic of Korea,Western Pacific Region of WHO,Eastern Asia,2019,49,12/2/2019,12/8/2019,318,318,,44,13,0,0,57,0,0,2,2,59,259,No Report
Republic of Korea,Western Pacific Region of WHO,Eastern Asia,2019,50,12/9/2019,12/15/2019,308,308,,32,15,0,0,47,0,0,3,3,50,258,No Report
Republic of Korea,Western Pacific Region of WHO,Eastern Asia,2019,51,12/16/2019,12/22/2019,321,321,,53,27,0,0,80,0,0,3,3,83,238,No Report
Republic of Korea,Western Pacific Region of WHO,Eastern Asia,2019,52,12/23/2019,12/29/2019,336,336,,94,20,0,0,114,0,0,4,4,118,218,No Report
Republic of Korea,Western Pacific Region of WHO,Eastern Asia,2020,2,1/6/2020,1/12/2020,290,290,,98,27,,,125,,,1,1,126,164,No Report
